nivel_ruido,gases_toxicos,horas_turno,iluminacao,epis_usado,setor,clima,risco
110.0,45.37644572336974,7.0,623.0,não,soldagem,moderado,alto
,24.03408999207619,8.0,712.0,sim,soldagem,frio,alto
105.0,23.654974013185146,7.0,460.0,sim,pintura,moderado,alto
111.0,36.413056679124935,6.0,408.0,não,pintura,quente,alto
104.0,25.215188643045938,11.0,366.0,sim,montagem,quente,alto
80.0,,10.0,303.0,não,soldagem,quente,alto
97.0,5.372280388045825,10.0,788.0,não,soldagem,moderado,alto
84.0,47.530940608031706,8.0,351.0,sim,soldagem,quente,alto
84.0,49.209739265776605,8.0,403.0,sim,pintura,moderado,alto
87.0,49.596113158161565,8.0,213.0,sim,soldagem,frio,alto
71.0,33.91338172079946,11.0,864.0,não,pintura,frio,alto
99.0,1.134432253950035,6.0,937.0,sim,montagem,frio,alto
78.0,39.72731763277005,11.0,957.0,sim,pintura,moderado,alto
83.0,37.92370426950814,11.0,742.0,não,soldagem,moderado,alto
75.0,7.849015954672057,10.0,444.0,sim,soldagem,quente,baixo
96.0,14.212097566611703,9.0,332.0,não,montagem,moderado,alto
106.0,10.15384614202739,11.0,286.0,sim,pintura,frio,alto
106.0,45.96890886422768,,359.0,não,soldagem,quente,alto
106.0,17.341078132802117,8.0,762.0,sim,soldagem,frio,alto
102.0,47.32205432036597,6.0,283.0,sim,montagem,frio,alto
84.0,18.37170630645876,10.0,804.0,sim,,frio,baixo
,18.47208356024696,10.0,423.0,sim,soldagem,quente,baixo
73.0,16.52419021900292,10.0,,sim,montagem,moderado,baixo
98.0,,8.0,,não,pintura,quente,
71.0,10.442913122637803,9.0,757.0,,pintura,quente,
101.0,34.49444938017582,9.0,436.0,não,soldagem,frio,alto
115.0,3.936748536795659,6.0,758.0,não,pintura,frio,alto
75.0,49.83843269290652,7.0,203.0,sim,pintura,quente,alto
115.0,24.18971792187691,6.0,581.0,não,soldagem,frio,alto
80.0,6.241650715548191,9.0,578.0,sim,pintura,moderado,baixo
94.0,22.86716640032208,9.0,,não,montagem,moderado,alto
70.0,3.96405921573571,10.0,825.0,sim,soldagem,moderado,baixo
87.0,34.13911673762369,11.0,219.0,sim,pintura,moderado,alto
72.0,24.57850894669482,11.0,851.0,não,soldagem,quente,alto
95.0,6.223139038494679,11.0,343.0,sim,soldagem,frio,alto
82.0,30.5036840737538,11.0,711.0,não,,moderado,alto
80.0,14.50750880037574,7.0,197.0,sim,pintura,frio,baixo
74.0,47.108116566852786,10.0,605.0,não,montagem,frio,alto
,32.77039543759566,7.0,856.0,não,soldagem,quente,alto
75.0,20.273984165943848,8.0,814.0,não,montagem,quente,alto
81.0,6.959350732045744,10.0,810.0,sim,montagem,moderado,baixo
74.0,34.963819039561486,6.0,992.0,não,pintura,moderado,alto
70.0,23.637103683910038,6.0,542.0,sim,soldagem,frio,baixo
78.0,37.45351034733147,,281.0,não,pintura,quente,alto
73.0,32.43932466437159,7.0,953.0,sim,soldagem,quente,alto
79.0,31.11613934480885,7.0,478.0,não,soldagem,frio,alto
82.0,36.721722417050294,11.0,376.0,não,soldagem,quente,alto
84.0,17.777056166872047,,526.0,não,montagem,frio,alto
108.0,48.36837897041053,6.0,138.0,,montagem,frio,alto
105.0,,8.0,302.0,não,soldagem,quente,alto
88.0,35.86721767840197,9.0,938.0,sim,pintura,quente,alto
112.0,5.98464396059426,8.0,614.0,não,soldagem,moderado,alto
97.0,40.68658796049152,10.0,586.0,não,pintura,frio,alto
116.0,16.18290353083961,7.0,146.0,sim,,quente,alto
110.0,6.731962250296409,6.0,693.0,não,soldagem,,alto
104.0,33.583556996292465,10.0,170.0,não,soldagem,frio,alto
77.0,38.68160786545379,6.0,257.0,sim,montagem,moderado,alto
107.0,42.96963981088098,11.0,342.0,sim,,moderado,alto
112.0,,6.0,403.0,,soldagem,frio,alto
91.0,10.292994254285015,7.0,574.0,sim,soldagem,moderado,alto
115.0,45.08741589739448,11.0,268.0,sim,soldagem,moderado,alto
102.0,,9.0,677.0,não,montagem,frio,alto
101.0,29.593555408922956,7.0,565.0,não,soldagem,frio,alto
73.0,9.309084602097094,11.0,120.0,não,montagem,quente,alto
96.0,6.768667696810837,7.0,547.0,não,montagem,moderado,alto
113.0,12.015679311929068,11.0,769.0,não,montagem,frio,alto
87.0,11.412147612665102,10.0,590.0,sim,pintura,frio,baixo
97.0,9.78282849108556,7.0,749.0,não,soldagem,frio,alto
113.0,4.856354828647186,11.0,636.0,sim,pintura,moderado,alto
77.0,3.5691226108826193,6.0,843.0,sim,montagem,quente,baixo
113.0,15.821019066928754,8.0,201.0,sim,montagem,frio,alto
80.0,16.313152174598127,7.0,397.0,não,pintura,quente,alto
91.0,38.99759911066908,11.0,118.0,sim,montagem,quente,alto
118.0,41.543170273364225,9.0,816.0,sim,montagem,quente,alto
70.0,7.516828392300967,6.0,344.0,sim,montagem,quente,baixo
102.0,39.631803360995164,6.0,215.0,sim,montagem,quente,alto
,13.38496249228031,8.0,264.0,sim,montagem,,baixo
107.0,24.901101479149222,7.0,764.0,sim,pintura,moderado,alto
88.0,4.29703168498059,6.0,680.0,não,soldagem,moderado,baixo
104.0,19.913914492957836,9.0,871.0,sim,soldagem,frio,alto
110.0,2.648285904626557,6.0,629.0,não,pintura,,alto
75.0,0.3402546596541711,10.0,849.0,sim,pintura,frio,baixo
84.0,46.61564019904816,8.0,327.0,,montagem,moderado,alto
93.0,39.92887613490023,6.0,175.0,sim,montagem,quente,
113.0,10.639688884296007,8.0,244.0,não,soldagem,moderado,alto
118.0,14.194513789364349,10.0,850.0,sim,pintura,frio,alto
102.0,6.414965513138521,6.0,457.0,sim,pintura,,alto
94.0,7.533901299244827,,824.0,não,soldagem,frio,alto
79.0,29.112064697450496,9.0,626.0,,pintura,moderado,alto
82.0,28.815657743246003,6.0,372.0,sim,,,baixo
98.0,28.1873846683185,6.0,756.0,não,soldagem,moderado,alto
110.0,1.8449221250686099,9.0,915.0,sim,pintura,frio,alto
70.0,34.27977807907051,11.0,305.0,sim,montagem,frio,alto
79.0,1.286013116183632,7.0,256.0,não,montagem,,alto
103.0,49.52689312161089,11.0,900.0,não,soldagem,moderado,alto
105.0,41.537876515358306,10.0,994.0,sim,montagem,quente,alto
110.0,46.229853032357624,7.0,291.0,não,montagem,frio,alto
106.0,39.79913561854694,9.0,,não,pintura,moderado,alto
85.0,15.916209281739818,,690.0,não,pintura,frio,alto
76.0,9.793440296895328,11.0,820.0,não,montagem,moderado,alto
88.0,24.59998481491208,8.0,751.0,sim,pintura,frio,baixo
119.0,39.7740512222881,6.0,788.0,não,soldagem,quente,alto
96.0,26.294264240976702,,536.0,sim,pintura,quente,alto
108.0,15.01033764869692,8.0,488.0,não,soldagem,moderado,alto
78.0,13.064400275350147,11.0,178.0,,montagem,frio,baixo
73.0,24.245081008341142,7.0,797.0,não,montagem,frio,alto
78.0,19.946584398816636,9.0,272.0,não,pintura,quente,alto
79.0,31.292761808460828,8.0,405.0,sim,pintura,frio,alto
75.0,0.6371014961741528,8.0,592.0,não,pintura,frio,alto
99.0,31.61903583083992,7.0,198.0,não,soldagem,moderado,alto
105.0,23.756123229675364,11.0,133.0,não,montagem,quente,alto
106.0,40.017979656552306,10.0,293.0,sim,pintura,frio,alto
78.0,,10.0,765.0,sim,pintura,,baixo
109.0,39.23559256079155,6.0,228.0,sim,pintura,quente,alto
70.0,47.81333379836887,6.0,360.0,sim,soldagem,frio,alto
104.0,22.690553543524423,6.0,515.0,não,pintura,frio,alto
84.0,18.265441303318735,6.0,741.0,sim,soldagem,frio,baixo
104.0,42.778988325047294,6.0,765.0,não,soldagem,moderado,alto
95.0,11.77861878022448,8.0,365.0,não,pintura,quente,alto
113.0,36.637754743825965,7.0,179.0,,soldagem,quente,alto
72.0,28.633700404954578,6.0,446.0,sim,montagem,frio,baixo
117.0,21.56755128750534,11.0,944.0,sim,soldagem,frio,alto
97.0,9.607410696942164,6.0,798.0,não,montagem,moderado,alto
119.0,0.6666080445751732,7.0,443.0,não,montagem,frio,alto
84.0,26.91865781164807,7.0,797.0,sim,soldagem,quente,baixo
74.0,2.8961241034242633,10.0,160.0,não,soldagem,quente,alto
73.0,5.32637063346812,11.0,568.0,sim,montagem,moderado,baixo
114.0,30.220782142826696,10.0,872.0,não,soldagem,quente,alto
95.0,12.034085171435526,10.0,221.0,não,pintura,quente,alto
70.0,34.4607696972349,10.0,945.0,,soldagem,frio,alto
92.0,7.403306531391301,11.0,821.0,não,pintura,frio,alto
70.0,3.521821613980103,10.0,534.0,sim,soldagem,moderado,baixo
76.0,26.199139441358664,8.0,270.0,sim,,frio,baixo
119.0,11.926249109229147,7.0,714.0,não,soldagem,quente,alto
80.0,21.353655381220204,11.0,832.0,não,montagem,frio,alto
92.0,5.459625915373301,7.0,991.0,,montagem,quente,
71.0,14.634740253612211,6.0,524.0,sim,soldagem,quente,baixo
90.0,2.9616253360910614,7.0,986.0,sim,pintura,quente,baixo
81.0,,9.0,565.0,não,montagem,moderado,alto
117.0,0.21700319304557847,10.0,547.0,sim,pintura,,alto
,47.97880958949992,9.0,,sim,montagem,frio,alto
118.0,13.613399170162582,9.0,882.0,não,montagem,quente,alto
112.0,3.8969261631972563,6.0,908.0,sim,montagem,frio,alto
80.0,42.759877754746334,9.0,548.0,sim,,frio,alto
76.0,33.41981318805351,8.0,947.0,sim,pintura,quente,alto
109.0,42.6400140153863,11.0,902.0,sim,pintura,moderado,alto
102.0,27.309756323099943,9.0,370.0,sim,soldagem,quente,alto
98.0,12.885260275744681,10.0,181.0,sim,,moderado,
95.0,4.927200676714122,,135.0,sim,montagem,moderado,alto
108.0,27.353325276401435,6.0,521.0,não,soldagem,,alto
114.0,32.368516810578804,8.0,887.0,não,montagem,moderado,alto
103.0,,8.0,943.0,não,soldagem,frio,
74.0,16.619733493674264,11.0,942.0,sim,soldagem,quente,baixo
109.0,,6.0,248.0,sim,pintura,moderado,alto
,32.00073392184853,9.0,993.0,sim,montagem,frio,alto
91.0,7.574064000495273,7.0,499.0,não,pintura,frio,alto
116.0,45.878943333684944,10.0,358.0,sim,soldagem,quente,alto
95.0,8.544222868211687,9.0,581.0,não,soldagem,moderado,alto
92.0,44.608708254216026,10.0,891.0,não,pintura,frio,alto
72.0,2.096029197941318,10.0,627.0,não,montagem,moderado,alto
71.0,48.54310884730063,,840.0,não,pintura,frio,alto
96.0,25.040223848252147,9.0,263.0,sim,pintura,moderado,alto
105.0,6.156176821420528,8.0,292.0,sim,,frio,alto
95.0,5.41066560124564,6.0,,sim,pintura,quente,
80.0,20.895953004593377,10.0,699.0,não,pintura,quente,alto
106.0,21.1739246123955,9.0,507.0,sim,,frio,alto
89.0,29.04753322752132,8.0,330.0,não,,quente,alto
,17.862583027095152,11.0,148.0,não,pintura,quente,alto
104.0,25.460276894954987,6.0,213.0,não,montagem,frio,alto
84.0,30.210545279957184,9.0,689.0,não,pintura,quente,alto
106.0,43.10121520499577,11.0,517.0,sim,pintura,quente,alto
72.0,47.94387972280851,7.0,162.0,sim,soldagem,moderado,alto
116.0,44.158703753838225,8.0,157.0,não,pintura,moderado,alto
103.0,4.089831406674838,8.0,478.0,não,montagem,moderado,
78.0,,10.0,781.0,sim,montagem,quente,baixo
108.0,6.487567531438443,,328.0,sim,soldagem,frio,alto
117.0,29.505310539314944,8.0,494.0,não,soldagem,moderado,alto
77.0,35.82966769330017,11.0,742.0,sim,montagem,moderado,alto
94.0,35.538063221974326,9.0,574.0,sim,,moderado,alto
95.0,22.761434623757896,6.0,862.0,sim,montagem,quente,alto
113.0,30.388189523626764,11.0,783.0,não,,quente,alto
109.0,14.004952873815974,7.0,533.0,não,pintura,quente,alto
100.0,33.678631171653805,9.0,128.0,sim,montagem,frio,alto
114.0,7.745999440658041,7.0,506.0,não,soldagem,frio,alto
118.0,5.0962312128492835,8.0,888.0,não,pintura,quente,alto
73.0,18.675317734942436,10.0,455.0,,soldagem,frio,alto
119.0,39.17204143673576,9.0,632.0,sim,pintura,quente,alto
,13.145244537563872,7.0,251.0,sim,montagem,,alto
70.0,9.935415234132112,10.0,751.0,não,pintura,moderado,alto
95.0,45.284339482261686,9.0,659.0,sim,soldagem,frio,alto
85.0,28.45850701654714,6.0,310.0,não,soldagem,moderado,baixo
84.0,9.772111505452463,7.0,394.0,não,montagem,moderado,alto
73.0,9.347358829516006,9.0,118.0,sim,pintura,quente,baixo
100.0,5.892677809035734,10.0,276.0,não,montagem,frio,alto
103.0,6.193006625080855,8.0,,sim,pintura,moderado,
,40.14015953547015,6.0,104.0,não,soldagem,moderado,alto
103.0,40.15264514095816,11.0,607.0,sim,pintura,frio,alto
78.0,47.68119253539177,10.0,814.0,não,soldagem,moderado,alto
91.0,14.870683348247931,11.0,188.0,não,,moderado,alto
82.0,28.663483149629833,7.0,919.0,sim,montagem,moderado,baixo
95.0,,11.0,347.0,não,montagem,,alto
92.0,5.107590197156958,7.0,943.0,não,montagem,frio,alto
92.0,26.217033047382294,9.0,435.0,não,pintura,quente,alto
117.0,10.597076480046963,11.0,690.0,,soldagem,moderado,
117.0,12.173106152575286,7.0,854.0,não,montagem,frio,alto
107.0,41.05463700390773,6.0,,sim,montagem,frio,alto
95.0,14.920799953442831,11.0,,sim,montagem,quente,alto
89.0,38.971366202434446,9.0,334.0,não,montagem,quente,alto
75.0,3.1607015739094857,9.0,726.0,sim,montagem,frio,baixo
95.0,27.07186276039637,10.0,740.0,,soldagem,frio,alto
79.0,32.317618511829764,7.0,216.0,sim,montagem,moderado,alto
94.0,39.38518441065057,10.0,197.0,sim,pintura,frio,alto
96.0,38.22551725657553,6.0,901.0,não,pintura,quente,alto
78.0,12.997191276226527,7.0,976.0,sim,montagem,quente,baixo
109.0,32.275279704871544,11.0,218.0,sim,soldagem,quente,alto
,9.027007355686905,11.0,459.0,não,montagem,quente,alto
116.0,7.980838996572576,7.0,322.0,sim,soldagem,moderado,alto
98.0,9.735690516044954,11.0,923.0,sim,pintura,frio,alto
86.0,10.367933265878104,11.0,,sim,,moderado,baixo
93.0,7.674262942249071,7.0,,sim,pintura,moderado,alto
85.0,16.573870416134746,9.0,736.0,não,pintura,moderado,alto
107.0,35.620933297747456,11.0,429.0,sim,soldagem,moderado,alto
93.0,39.25930717368646,8.0,591.0,sim,pintura,quente,alto
100.0,17.312219741397218,8.0,794.0,sim,montagem,moderado,alto
97.0,36.361503097173944,7.0,681.0,,montagem,moderado,alto
88.0,38.541457416358874,6.0,482.0,sim,soldagem,frio,alto
119.0,19.355093560625598,10.0,632.0,sim,pintura,moderado,alto
102.0,49.741424685002805,9.0,729.0,sim,pintura,quente,alto
71.0,27.628173626432968,11.0,384.0,não,montagem,moderado,alto
104.0,35.05422084739264,8.0,445.0,não,pintura,quente,alto
119.0,5.028166851981525,11.0,419.0,não,montagem,,alto
114.0,28.215128747119245,10.0,838.0,não,pintura,frio,alto
104.0,36.63967465387212,6.0,636.0,,pintura,frio,alto
88.0,26.58749295741383,7.0,197.0,sim,montagem,frio,baixo
82.0,42.42109856558267,9.0,492.0,não,pintura,quente,alto
86.0,3.6945836919723085,6.0,720.0,sim,montagem,moderado,baixo
96.0,,8.0,235.0,não,montagem,moderado,alto
80.0,38.52990861195727,7.0,343.0,sim,soldagem,frio,alto
98.0,0.177590855611226,10.0,163.0,sim,montagem,moderado,alto
111.0,4.09775732487721,11.0,772.0,não,montagem,moderado,alto
74.0,,7.0,823.0,sim,montagem,moderado,baixo
73.0,20.497864548077054,8.0,917.0,não,soldagem,moderado,alto
119.0,6.846436561343311,9.0,756.0,sim,soldagem,quente,alto
71.0,2.0373479340582703,10.0,755.0,sim,soldagem,moderado,baixo
104.0,,6.0,562.0,sim,pintura,quente,alto
76.0,10.74471498552887,11.0,808.0,,montagem,frio,
95.0,30.181313462850134,8.0,457.0,não,montagem,moderado,alto
77.0,29.45053910831204,8.0,241.0,sim,soldagem,frio,baixo
118.0,40.162700131770585,,340.0,sim,pintura,quente,alto
102.0,27.056240966312334,7.0,,não,pintura,moderado,alto
80.0,48.61261650250718,9.0,133.0,,montagem,moderado,alto
91.0,26.53206822685068,7.0,302.0,sim,montagem,moderado,alto
83.0,33.68089142094285,10.0,901.0,sim,pintura,quente,alto
89.0,45.31747540891,10.0,307.0,não,pintura,frio,alto
97.0,36.00770229630741,8.0,267.0,sim,soldagem,quente,
78.0,36.4677159795455,9.0,953.0,não,montagem,quente,alto
103.0,2.8990789958212804,8.0,710.0,não,soldagem,moderado,alto
71.0,4.2166432813168235,8.0,251.0,não,soldagem,moderado,alto
92.0,13.731791975305901,8.0,629.0,não,pintura,quente,alto
85.0,28.139926352733003,11.0,,não,pintura,,
84.0,44.22253318577651,6.0,293.0,sim,soldagem,frio,alto
81.0,4.38031723813177,11.0,837.0,não,soldagem,frio,alto
73.0,7.103091964997282,8.0,612.0,sim,montagem,frio,baixo
76.0,26.440438131708234,9.0,345.0,não,pintura,quente,alto
112.0,6.904156059300726,7.0,945.0,não,montagem,moderado,alto
117.0,23.439121230999877,10.0,587.0,não,montagem,quente,alto
73.0,,11.0,357.0,sim,montagem,moderado,
97.0,37.34153388154157,8.0,,não,pintura,quente,alto
118.0,37.331232354772496,10.0,360.0,,montagem,moderado,alto
79.0,20.857824263739584,8.0,701.0,sim,pintura,frio,baixo
,33.737622715154366,6.0,393.0,sim,soldagem,moderado,alto
109.0,36.8426470891118,6.0,362.0,não,montagem,moderado,alto
86.0,1.009851685745966,8.0,710.0,sim,montagem,frio,
112.0,40.71805574241858,10.0,191.0,sim,pintura,frio,alto
95.0,44.598959288794426,8.0,559.0,sim,montagem,frio,alto
95.0,6.062480895555561,7.0,607.0,sim,pintura,frio,alto
109.0,42.04606773513328,8.0,578.0,,pintura,quente,alto
76.0,17.912262318354344,10.0,241.0,sim,soldagem,moderado,baixo
99.0,15.90206803034605,8.0,845.0,sim,montagem,quente,alto
76.0,,10.0,156.0,não,pintura,frio,alto
114.0,40.609187284605085,8.0,257.0,não,pintura,frio,alto
93.0,19.840362361671016,,266.0,não,pintura,moderado,alto
72.0,31.64761903505113,6.0,633.0,não,pintura,frio,alto
81.0,41.433866337800005,9.0,416.0,sim,montagem,frio,alto
97.0,39.19999973284419,8.0,900.0,não,pintura,quente,alto
102.0,13.812231089991144,10.0,739.0,sim,pintura,quente,alto
,35.30067301106086,9.0,257.0,sim,soldagem,quente,alto
,31.878046437555557,9.0,655.0,não,montagem,quente,alto
91.0,34.5413088861192,7.0,187.0,sim,soldagem,frio,
82.0,21.21958637967549,,,não,pintura,quente,alto
106.0,1.0175142134272952,8.0,314.0,não,soldagem,moderado,alto
75.0,,10.0,875.0,sim,pintura,moderado,baixo
113.0,36.88535334667739,8.0,740.0,não,soldagem,moderado,alto
71.0,38.730876355815234,10.0,150.0,sim,,moderado,
104.0,43.499500738333694,11.0,531.0,sim,soldagem,frio,alto
102.0,11.542998925974569,9.0,723.0,não,montagem,quente,alto
73.0,32.56903999791673,6.0,418.0,não,pintura,moderado,alto
116.0,10.061086362709082,8.0,296.0,não,pintura,frio,alto
98.0,8.525505310358195,9.0,688.0,não,pintura,quente,alto
73.0,,8.0,667.0,sim,pintura,quente,alto
106.0,8.69056000123683,10.0,771.0,sim,pintura,frio,alto
102.0,1.613549382706192,8.0,188.0,sim,pintura,quente,alto
116.0,30.31315359455904,6.0,790.0,sim,pintura,frio,alto
72.0,1.7115405807936857,8.0,672.0,não,soldagem,frio,alto
85.0,26.835200315260987,9.0,910.0,sim,montagem,frio,baixo
97.0,40.24327815157507,11.0,,não,soldagem,frio,alto
79.0,2.2062054704000076,9.0,337.0,sim,montagem,quente,baixo
86.0,33.50123504715953,9.0,343.0,sim,soldagem,quente,alto
90.0,3.6405892991231537,6.0,745.0,não,pintura,quente,
88.0,31.136314713629627,6.0,815.0,sim,pintura,frio,alto
88.0,43.550866373351816,11.0,499.0,não,pintura,quente,alto
98.0,21.473653852561537,6.0,525.0,sim,pintura,moderado,alto
95.0,18.897451792509123,7.0,893.0,sim,pintura,frio,alto
113.0,41.12537232292781,11.0,671.0,não,soldagem,moderado,alto
70.0,31.378075635307507,9.0,992.0,,soldagem,frio,alto
79.0,22.502467477769482,9.0,526.0,não,montagem,moderado,alto
92.0,31.45111778754859,6.0,536.0,não,montagem,,alto
84.0,15.060608151182292,7.0,470.0,sim,montagem,quente,
109.0,45.60400996854648,11.0,185.0,sim,soldagem,moderado,alto
70.0,0.32063277393548084,11.0,958.0,não,soldagem,frio,alto
115.0,13.421611317305038,7.0,883.0,não,pintura,frio,alto
107.0,41.91598689787409,6.0,428.0,não,montagem,frio,alto
89.0,9.946911653620205,7.0,431.0,não,pintura,moderado,alto
,11.741492110039086,6.0,792.0,não,soldagem,quente,baixo
92.0,28.084480357528353,9.0,550.0,não,soldagem,frio,alto
100.0,33.80420183418771,8.0,305.0,sim,soldagem,quente,alto
,2.0913938567771853,9.0,246.0,sim,soldagem,quente,
,41.41410122146038,9.0,,não,soldagem,frio,alto
,28.4161704602456,10.0,380.0,não,pintura,frio,alto
107.0,2.384921057692818,9.0,887.0,não,soldagem,frio,alto
115.0,26.949662415460367,10.0,535.0,não,,frio,alto
74.0,8.190910210451463,7.0,621.0,sim,montagem,moderado,baixo
105.0,7.049500984763446,6.0,760.0,,pintura,moderado,alto
113.0,28.057263092271317,7.0,234.0,não,montagem,frio,alto
105.0,35.31810166163873,11.0,689.0,sim,montagem,quente,alto
92.0,14.299456160395724,7.0,288.0,sim,soldagem,quente,alto
101.0,45.45015678590542,8.0,172.0,não,montagem,quente,alto
119.0,21.05760639384684,6.0,644.0,sim,montagem,frio,alto
91.0,18.287667311449972,11.0,612.0,sim,pintura,moderado,
96.0,28.808813263685224,8.0,665.0,,soldagem,moderado,alto
83.0,39.222527143242644,11.0,819.0,não,soldagem,frio,alto
105.0,3.9935807727898953,8.0,537.0,sim,pintura,frio,alto
80.0,42.409852080279656,8.0,,sim,soldagem,quente,alto
82.0,24.972075366768244,9.0,,sim,soldagem,quente,baixo
118.0,26.06676908060827,7.0,782.0,não,montagem,moderado,alto
108.0,41.56529034595764,6.0,,sim,soldagem,frio,alto
,27.901300519012263,9.0,808.0,não,pintura,frio,alto
106.0,22.32707853709307,8.0,982.0,não,montagem,frio,alto
79.0,41.38774515808086,8.0,552.0,,pintura,frio,alto
111.0,48.248352105034385,11.0,253.0,sim,pintura,quente,alto
73.0,37.520400946416,8.0,865.0,sim,montagem,quente,alto
80.0,45.74831772533262,8.0,627.0,sim,soldagem,frio,alto
87.0,38.872339137844456,10.0,734.0,não,,moderado,alto
107.0,39.509554549354895,10.0,961.0,sim,montagem,quente,alto
111.0,11.068262078135199,11.0,,não,montagem,frio,alto
87.0,46.4053561999232,8.0,425.0,não,soldagem,frio,alto
108.0,5.708331573146047,10.0,825.0,não,soldagem,quente,alto
70.0,26.569300364656367,6.0,484.0,não,soldagem,quente,baixo
83.0,0.6429956463202269,8.0,795.0,não,pintura,moderado,alto
119.0,18.239518231487345,10.0,739.0,não,montagem,frio,alto
99.0,34.31782299908316,10.0,737.0,não,montagem,quente,alto
102.0,1.7582055678932729,7.0,373.0,sim,montagem,quente,alto
79.0,3.599162152318458,7.0,820.0,sim,soldagem,moderado,baixo
111.0,26.68733882148066,6.0,346.0,sim,pintura,frio,alto
118.0,2.942065833990876,11.0,326.0,sim,soldagem,quente,alto
100.0,15.29649383901569,8.0,246.0,sim,soldagem,frio,alto
118.0,38.0581279108259,7.0,,sim,montagem,frio,alto
82.0,15.985921325292724,8.0,,não,pintura,frio,alto
77.0,19.801223694678104,7.0,650.0,sim,montagem,frio,baixo
104.0,38.46878844554644,11.0,940.0,sim,pintura,moderado,alto
102.0,7.424296851100598,8.0,554.0,sim,montagem,frio,alto
93.0,41.840189159021605,10.0,372.0,sim,soldagem,frio,alto
82.0,0.4948822865259994,10.0,487.0,,pintura,frio,baixo
92.0,11.838750501817763,11.0,679.0,não,pintura,quente,alto
97.0,20.275403386693853,6.0,281.0,não,montagem,quente,alto
78.0,10.730079828342609,9.0,522.0,sim,pintura,moderado,baixo
74.0,41.673029908447,10.0,496.0,não,pintura,frio,alto
106.0,46.44129579546566,7.0,846.0,não,soldagem,frio,alto
109.0,14.516700103102359,11.0,150.0,sim,montagem,frio,alto
117.0,6.362942651156272,,,sim,montagem,quente,alto
109.0,40.47150251439346,8.0,995.0,,,quente,alto
87.0,49.71196479713146,,521.0,sim,montagem,frio,alto
73.0,30.099563687512248,10.0,803.0,sim,pintura,moderado,alto
105.0,49.26716806337323,9.0,510.0,não,montagem,quente,alto
117.0,1.1282127376106121,9.0,793.0,sim,soldagem,moderado,alto
71.0,38.70791837240062,9.0,,sim,soldagem,quente,alto
82.0,25.16579605374991,9.0,430.0,não,montagem,moderado,alto
93.0,19.80761913749206,11.0,938.0,não,soldagem,quente,alto
111.0,29.181160031749148,10.0,767.0,sim,pintura,moderado,alto
87.0,12.03604459737444,10.0,435.0,não,soldagem,quente,alto
82.0,23.717825375949502,9.0,,sim,pintura,frio,baixo
83.0,25.201067832265302,8.0,604.0,,soldagem,frio,alto
88.0,38.044492099275566,8.0,825.0,não,soldagem,frio,alto
110.0,28.038377811541217,11.0,155.0,sim,montagem,frio,alto
82.0,,8.0,,sim,pintura,frio,baixo
79.0,1.7586773392170574,7.0,962.0,não,pintura,frio,alto
115.0,42.17090494846902,10.0,861.0,não,montagem,moderado,alto
73.0,22.13437235086282,8.0,283.0,sim,montagem,quente,baixo
98.0,43.855415732578464,10.0,936.0,não,soldagem,quente,alto
89.0,42.403359597862604,9.0,401.0,não,pintura,quente,alto
112.0,29.603099783432885,10.0,758.0,sim,soldagem,moderado,alto
112.0,0.6102725230211548,9.0,312.0,sim,pintura,frio,alto
83.0,21.52655678992496,11.0,961.0,não,montagem,frio,
72.0,,6.0,968.0,não,montagem,quente,baixo
92.0,8.537392348180706,10.0,432.0,,montagem,moderado,alto
116.0,26.734062951923075,7.0,598.0,,montagem,quente,alto
104.0,,10.0,534.0,sim,pintura,quente,alto
96.0,37.00678290849282,10.0,676.0,não,montagem,,alto
70.0,12.313861547972133,8.0,233.0,sim,pintura,frio,baixo
80.0,27.783933717241666,6.0,399.0,sim,montagem,quente,baixo
113.0,25.245426572574754,8.0,438.0,não,,frio,alto
79.0,20.413985748306246,9.0,,sim,montagem,moderado,baixo
111.0,43.08565531777698,6.0,415.0,não,,frio,alto
104.0,30.256955546122988,6.0,577.0,não,soldagem,frio,alto
94.0,38.57710120373151,11.0,502.0,não,soldagem,moderado,alto
92.0,40.49093890066234,6.0,802.0,não,soldagem,quente,alto
85.0,7.408610717408265,10.0,938.0,sim,montagem,moderado,baixo
,3.6783838460637766,8.0,340.0,sim,pintura,moderado,baixo
118.0,4.251953070449243,9.0,429.0,não,soldagem,quente,alto
112.0,22.741798408444406,10.0,579.0,não,soldagem,moderado,alto
107.0,19.30648437372072,7.0,497.0,sim,soldagem,frio,alto
83.0,47.48943655695222,7.0,395.0,sim,montagem,quente,alto
118.0,21.404101299639212,7.0,628.0,não,soldagem,moderado,alto
105.0,7.324606169964043,8.0,541.0,não,soldagem,frio,
73.0,8.223634887193471,10.0,353.0,não,pintura,frio,alto
108.0,16.938484020933085,,266.0,não,montagem,quente,alto
100.0,42.50421565808967,10.0,689.0,sim,soldagem,moderado,alto
104.0,34.502591902300765,10.0,741.0,não,pintura,frio,alto
97.0,,6.0,656.0,não,soldagem,frio,alto
118.0,15.727052923870733,7.0,688.0,não,soldagem,quente,alto
94.0,25.126112814114048,11.0,289.0,sim,pintura,moderado,alto
97.0,,6.0,480.0,não,pintura,moderado,alto
87.0,33.7942010707704,7.0,478.0,sim,pintura,frio,alto
97.0,35.12767298213046,10.0,880.0,sim,soldagem,frio,alto
